Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312385	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312403	
1000	0.267000	3.517826	1000	0.267000	0.267000	0.312352	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312349	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312345	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.312362	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312344	
1000	0.360000	3.517826	1000	0.360000	0.360000	0.312398	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.312434	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312438	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.312439	
1000	0.283000	3.517826	1000	0.283000	0.283000	0.312406	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312395	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.312400	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.312436	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312419	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312411	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.312441	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312439	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312437	
1000	0.294000	3.517826	1000	0.294000	0.294000	0.312416	
1000	0.267000	3.517826	1000	0.267000	0.267000	0.312365	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312369	
1000	0.338000	3.517826	1000	0.338000	0.338000	0.312398	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312410	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.312396	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312408	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.312429	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312438	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312448	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312448	
1000	0.341000	3.517826	1000	0.341000	0.341000	0.312479	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.312467	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312456	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.312469	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.312474	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.312481	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.312459	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312458	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312453	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.312466	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312464	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312484	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.312459	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312442	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312461	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312463	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312464	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312478	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312473	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312485	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312495	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.312501	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312498	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312492	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312483	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.312501	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312514	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.312517	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312508	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312516	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312534	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.312505	
1000	0.274000	3.517826	1000	0.274000	0.274000	0.312464	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312483	
1000	0.294000	3.517826	1000	0.294000	0.294000	0.312463	
1000	0.286000	3.517826	1000	0.286000	0.286000	0.312435	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312430	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312434	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.312411	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312420	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.312414	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312430	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.312456	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312453	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312464	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312456	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312470	
1000	0.286000	3.517826	1000	0.286000	0.286000	0.312442	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.312424	
1000	0.359000	3.517826	1000	0.359000	0.359000	0.312472	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312468	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.312442	
1000	0.294000	3.517826	1000	0.294000	0.294000	0.312423	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.312426	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312436	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312452	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312447	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312440	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.312413	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.312387	
1000	0.346000	3.517826	1000	0.346000	0.346000	0.312422	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312412	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312414	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.312429	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312437	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312423	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.312405	
1000	0.270000	3.517826	1000	0.270000	0.270000	0.312361	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312360	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312344	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.312371	
1000	0.278000	3.517826	1000	0.278000	0.278000	0.312336	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312313	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312299	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312284	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312277	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.312259	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312267	
1000	0.275000	3.517826	1000	0.275000	0.275000	0.312229	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312222	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312241	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312255	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312247	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312255	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312269	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.312244	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312235	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312239	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312236	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312233	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.312221	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312207	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.312214	
1000	0.353000	3.517826	1000	0.353000	0.353000	0.312255	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312250	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312242	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.312230	
1000	0.374000	3.517826	1000	0.374000	0.374000	0.312292	
1000	0.336000	3.517826	1000	0.336000	0.336000	0.312315	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.312291	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312293	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312310	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.312317	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312320	
